Id,Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Soil_Type,Wilderness_Area,Vegetation_Type
1271,2716,69,27,120,48,150,237,177,55,1643,71.7,225.41,719.82,32.57,Type_29,Area_1,Type_5
6636,2878,54,10,371,46,690,226,218,124,1395,50.28,154.98,236.36,61.38,Type_11,Area_3,Type_5
13718,2768,336,19,212,35,1682,174,210,174,1158,77.22,392.83,775.52,49.8,Type_10,Area_3,Type_5
1346,2790,60,23,108,-8,234,231,187,77,1401,55.53,170.54,100.89,51.29,Type_29,Area_1,Type_5
32,2522,105,7,120,1,595,233,231,130,5569,40.23,405.24,516.82,37.91,Type_18,Area_1,Type_5
11356,2532,26,7,210,-1,649,217,225,144,5493,38.0,218.37,548.36,47.59,Type_18,Area_1,Type_5
8379,2894,168,13,492,49,2525,230,245,143,1936,64.53,395.07,1072.3,64.49,Type_26,Area_3,Type_5
8351,2902,172,13,499,58,2550,228,246,147,1933,79.8,285.97,389.51,22.67,Type_26,Area_3,Type_5
13479,2707,61,7,150,16,182,226,225,133,895,55.74,409.54,333.72,32.11,Type_11,Area_3,Type_5
2815,2795,176,24,268,42,601,224,244,138,624,63.91,402.2,951.19,20.41,Type_30,Area_1,Type_5
11924,2793,91,26,330,149,335,249,190,53,1770,88.77,351.29,164.38,40.48,Type_30,Area_1,Type_5
430,2664,50,12,0,0,1445,225,214,122,684,37.02,392.61,361.74,31.92,Type_30,Area_1,Type_5
5712,2865,116,15,124,11,2391,245,224,105,552,88.1,310.9,916.96,21.31,Type_13,Area_3,Type_5
8458,2857,223,13,926,85,2310,203,252,183,1597,52.92,270.55,818.29,26.83,Type_17,Area_3,Type_5
8833,2743,338,4,228,53,1507,210,233,162,2078,73.22,292.56,288.13,53.28,Type_11,Area_3,Type_5
398,2611,99,14,30,2,1200,243,220,103,495,55.74,262.3,257.56,44.97,Type_30,Area_1,Type_5
12082,2777,106,16,295,73,400,246,219,97,426,67.54,167.56,581.22,53.47,Type_30,Area_1,Type_5
7201,2829,14,11,430,94,1907,210,217,144,924,52.14,291.14,237.15,6.96,Type_11,Area_3,Type_5
3400,2894,161,14,153,54,582,233,242,136,1189,64.6,252.87,992.63,24.76,Type_13,Area_3,Type_5
625,2695,168,19,30,-1,2608,231,244,135,2291,67.1,291.47,105.29,64.0,Type_30,Area_1,Type_5
698,2727,52,17,0,0,1332,226,202,103,2278,64.87,430.6,1088.03,47.08,Type_23,Area_1,Type_5
13574,2730,30,8,30,0,514,218,223,140,2431,61.6,263.27,1045.26,9.31,Type_17,Area_3,Type_5
10060,2815,86,13,150,46,1748,239,217,107,1707,49.0,367.11,235.14,58.58,Type_33,Area_3,Type_5
11947,2811,79,18,201,73,350,240,205,89,1351,50.04,334.14,350.5,46.87,Type_30,Area_1,Type_5
6762,2864,233,17,361,32,1072,190,253,197,1875,39.58,320.26,391.49,41.63,Type_4,Area_3,Type_5
8854,2742,287,11,301,41,1399,190,240,189,2012,71.39,347.3,591.52,16.23,Type_11,Area_3,Type_5
6635,2883,62,10,365,51,690,229,218,121,1405,68.36,260.37,123.62,7.75,Type_11,Area_3,Type_5
1832,2856,57,22,351,99,474,229,189,82,1383,66.11,174.95,351.9,36.61,Type_30,Area_1,Type_5
7006,2721,147,18,30,4,1423,241,235,116,1399,52.61,174.46,428.14,57.28,Type_19,Area_3,Type_5
2683,2809,140,20,150,-13,751,246,229,102,331,30.88,229.79,591.97,55.54,Type_30,Area_1,Type_5
46,2529,68,8,210,-5,666,228,225,130,5484,69.75,197.69,365.4,54.36,Type_18,Area_1,Type_5
7035,2640,145,11,124,0,1040,236,238,132,693,56.74,449.21,476.03,25.75,Type_2,Area_3,Type_5
1339,2762,61,30,60,-13,170,228,165,49,1362,34.33,223.74,678.39,16.87,Type_29,Area_1,Type_5
7378,2723,48,14,90,10,2460,224,208,115,437,54.17,442.7,383.35,40.42,Type_31,Area_3,Type_5
1835,2839,75,20,285,82,430,239,199,82,1350,78.71,443.47,408.95,9.42,Type_30,Area_1,Type_5
8262,2981,55,20,467,237,1871,228,194,91,726,41.01,314.11,142.32,28.38,Type_13,Area_3,Type_5
12168,2864,248,13,60,11,2052,193,249,194,1294,75.19,329.31,1196.63,38.75,Type_23,Area_3,Type_5
13689,2763,105,8,0,0,1410,234,230,128,1682,47.46,448.15,253.84,12.68,Type_17,Area_3,Type_5
12106,2919,77,21,382,92,1124,241,197,77,430,80.85,154.04,188.26,28.11,Type_30,Area_1,Type_5
971,2952,280,4,30,4,4726,208,240,170,2255,69.82,234.4,640.56,28.16,Type_23,Area_1,Type_5
1226,2731,73,14,212,60,218,236,213,105,1973,68.31,306.69,706.81,17.97,Type_29,Area_1,Type_5
1194,2708,67,16,95,37,120,234,207,100,2055,67.25,223.1,130.42,20.09,Type_29,Area_1,Type_5
12284,2819,254,22,42,11,2254,165,248,217,912,55.07,202.87,615.32,12.94,Type_31,Area_3,Type_5
613,2764,91,15,42,7,2789,242,216,100,2216,67.67,426.81,1076.41,7.78,Type_29,Area_1,Type_5
13572,2888,47,9,319,62,849,223,221,132,1524,31.79,213.71,585.33,52.05,Type_11,Area_3,Type_5
12509,2823,105,16,391,74,1698,245,219,99,713,42.09,152.78,686.39,10.35,Type_31,Area_3,Type_5
2774,2697,76,8,0,0,1323,230,226,128,684,57.58,337.7,785.06,16.45,Type_31,Area_3,Type_5
12144,2925,110,21,295,98,1142,250,212,79,391,40.51,330.47,582.06,49.56,Type_30,Area_1,Type_5
7053,2632,13,4,270,-7,937,215,231,152,750,85.79,217.39,286.99,10.72,Type_17,Area_3,Type_5
8590,2809,183,4,598,44,2051,221,242,157,1861,70.24,215.57,850.11,32.12,Type_17,Area_3,Type_5
2496,2836,273,9,67,-7,1981,196,243,186,1214,59.54,260.84,1037.03,7.35,Type_33,Area_3,Type_5
12555,2821,85,13,339,71,1764,238,217,108,752,66.79,424.94,210.78,18.88,Type_31,Area_3,Type_5
6872,2733,208,27,108,50,1315,190,252,184,1589,34.97,264.69,166.2,32.63,Type_4,Area_3,Type_5
902,2918,8,7,85,3,4731,212,226,152,1884,31.59,358.91,791.17,24.82,Type_29,Area_1,Type_5
3595,2777,113,22,42,12,750,251,212,77,1448,59.38,173.24,543.26,30.92,Type_13,Area_3,Type_5
2051,2607,35,15,30,14,1317,217,206,121,1857,57.5,278.23,904.28,23.06,Type_13,Area_3,Type_5
12090,2906,235,13,124,20,1976,196,251,191,1657,62.96,368.6,1000.16,22.78,Type_23,Area_3,Type_5
11734,2752,60,17,360,77,390,231,202,99,2315,58.51,349.5,1126.69,34.14,Type_29,Area_1,Type_5
1742,2931,96,23,446,-76,541,249,200,67,1884,74.02,243.63,509.9,11.34,Type_30,Area_1,Type_5
11893,2904,92,30,270,4,395,250,179,35,2114,37.44,296.05,423.39,33.94,Type_30,Area_1,Type_5
2388,2792,119,12,120,5,570,241,229,117,218,66.06,358.27,278.1,31.36,Type_30,Area_1,Type_5
5392,2862,130,16,127,33,2215,245,229,108,842,64.15,347.16,348.06,54.76,Type_13,Area_3,Type_5
3455,2869,124,22,150,46,644,251,217,82,1276,86.5,198.07,434.95,10.81,Type_13,Area_3,Type_5
67,2509,59,7,134,10,900,226,226,134,5184,38.46,277.11,487.57,11.41,Type_18,Area_1,Type_5
1523,2793,85,31,277,147,295,246,173,33,1984,51.1,403.6,392.53,28.14,Type_30,Area_1,Type_5
869,2891,292,8,0,0,4875,197,239,182,1617,81.71,373.26,717.32,27.11,Type_23,Area_1,Type_5
14079,2941,89,28,360,216,1944,248,183,44,612,49.56,238.21,395.62,22.84,Type_13,Area_3,Type_5
11754,2767,47,23,283,93,295,221,183,84,1947,42.94,397.89,820.05,46.89,Type_29,Area_1,Type_5
3184,2955,155,18,297,54,426,238,239,124,834,45.0,411.1,677.23,54.56,Type_32,Area_3,Type_5
2413,2649,94,26,67,-29,120,250,190,51,661,59.14,290.45,619.69,26.01,Type_30,Area_1,Type_5
1179,2739,71,13,300,65,330,234,214,110,2264,75.66,300.79,144.29,27.8,Type_29,Area_1,Type_5
11551,2741,90,21,67,12,2774,246,203,76,2165,40.82,152.2,327.7,7.3,Type_29,Area_1,Type_5
2418,2727,273,12,0,0,1626,186,243,196,1082,32.34,405.03,562.18,64.02,Type_23,Area_3,Type_5
3634,2868,204,9,330,103,2083,215,248,168,780,51.07,190.1,698.63,53.2,Type_31,Area_3,Type_5
2394,2695,269,10,30,0,1468,194,244,189,1065,38.56,313.56,279.43,36.23,Type_23,Area_3,Type_5
2347,2795,97,10,180,8,564,237,225,119,242,70.72,276.56,938.39,59.45,Type_30,Area_1,Type_5
24,2511,54,8,124,0,638,225,222,130,5569,51.98,275.48,570.64,6.33,Type_18,Area_1,Type_5
13474,2720,13,8,342,21,42,213,225,149,738,50.03,399.2,667.57,15.69,Type_17,Area_3,Type_5
2565,2842,58,20,42,13,888,230,195,89,234,54.17,327.36,176.7,10.84,Type_30,Area_1,Type_5
4465,2866,317,11,153,-14,1668,190,230,180,1406,70.53,175.95,159.14,46.89,Type_23,Area_3,Type_5
6725,2742,51,6,0,0,569,223,227,139,2479,65.76,382.46,945.4,41.2,Type_17,Area_3,Type_5
5428,2883,131,13,192,45,2187,241,232,118,812,44.5,160.29,515.24,28.53,Type_32,Area_3,Type_5
30,2739,117,24,127,53,3281,253,210,71,6033,32.79,184.1,650.8,20.19,Type_30,Area_1,Type_5
1600,2803,83,33,270,-108,270,244,166,24,2503,83.65,282.39,439.31,53.13,Type_30,Area_1,Type_5
12529,2815,98,14,350,66,1740,242,220,105,698,66.97,293.6,626.55,61.83,Type_31,Area_3,Type_5
11776,2809,64,23,240,126,268,234,187,73,1630,48.36,173.34,177.73,49.86,Type_29,Area_1,Type_5
2463,2753,135,18,42,0,451,245,229,106,331,67.4,181.69,924.82,57.47,Type_30,Area_1,Type_5
7043,2766,132,13,30,3,1380,241,233,120,1702,68.76,296.67,484.97,44.56,Type_11,Area_3,Type_5
11660,2950,265,3,30,-1,4724,213,240,166,2282,47.93,276.88,549.71,22.75,Type_23,Area_1,Type_5
425,2719,128,16,150,45,1621,244,229,109,874,33.45,373.83,845.59,7.23,Type_30,Area_1,Type_5
4266,2826,347,6,30,6,1415,208,230,160,1120,56.52,414.82,966.94,37.79,Type_23,Area_3,Type_5
1460,2827,84,46,134,-2,295,233,118,0,1556,69.53,301.49,1010.96,44.11,Type_30,Area_1,Type_5
6476,2767,40,11,576,33,180,221,216,128,840,85.48,418.64,650.94,61.12,Type_11,Area_3,Type_5
1302,2767,73,36,134,91,150,234,147,12,1500,86.17,227.34,308.17,30.37,Type_29,Area_1,Type_5
14027,2578,58,4,424,22,1366,223,230,143,1605,69.44,196.05,841.21,37.73,Type_2,Area_3,Type_5
2902,2907,273,10,0,0,1959,194,243,189,1167,75.93,230.95,410.97,30.74,Type_19,Area_3,Type_5
14084,2866,92,32,240,141,2058,249,172,25,488,42.89,255.68,142.87,23.3,Type_13,Area_3,Type_5
1809,2708,84,29,108,40,120,246,176,38,1549,40.45,168.97,1023.19,27.9,Type_30,Area_1,Type_5
13599,2835,216,20,309,151,1100,195,254,189,1825,33.13,163.08,229.87,30.35,Type_4,Area_3,Type_5
7148,2805,347,13,350,87,1825,196,219,162,994,43.14,393.96,1141.62,36.72,Type_11,Area_3,Type_5
8168,2526,104,4,395,23,841,226,234,143,1242,71.13,290.19,713.25,42.8,Type_17,Area_3,Type_5
1822,2749,86,30,95,39,201,247,176,36,1451,37.28,160.71,600.81,50.73,Type_30,Area_1,Type_5
13559,2884,240,11,426,52,836,198,250,188,1657,35.45,436.96,447.17,26.4,Type_4,Area_3,Type_5
1155,2728,88,14,240,40,242,241,215,101,2424,67.12,386.95,863.9,32.14,Type_29,Area_1,Type_5
12230,2792,139,24,162,-30,691,248,224,90,331,46.28,309.95,234.3,13.67,Type_30,Area_1,Type_5
13586,2764,37,2,0,0,726,219,234,151,2527,31.28,313.34,1183.66,29.24,Type_17,Area_3,Type_5
4272,2824,115,21,170,58,1982,251,215,82,1082,87.27,386.44,724.66,19.77,Type_13,Area_3,Type_5
2758,2729,307,12,67,1,1899,186,233,186,659,83.41,228.65,229.16,7.94,Type_31,Area_3,Type_5
8834,2743,10,4,242,61,1523,215,231,153,2069,60.69,242.44,753.0,7.36,Type_11,Area_3,Type_5
1424,2743,76,49,134,81,150,222,103,0,1337,38.9,313.84,954.87,45.48,Type_30,Area_1,Type_5
10193,2897,57,19,306,110,2067,230,197,94,2230,31.11,361.75,753.49,31.16,Type_33,Area_3,Type_5
12433,2770,110,24,90,24,859,253,205,66,1406,83.19,381.06,373.22,50.99,Type_13,Area_3,Type_5
2661,2685,134,26,108,37,365,250,218,79,469,58.34,173.39,480.85,49.22,Type_30,Area_1,Type_5
10159,2845,51,16,210,62,2015,226,202,105,2092,84.08,227.19,345.69,57.34,Type_33,Area_3,Type_5
4520,2893,65,9,228,2,1906,229,222,126,1452,31.35,218.17,990.69,21.83,Type_32,Area_3,Type_5
8162,2719,54,6,0,0,2337,224,227,138,2349,37.6,249.67,953.24,60.44,Type_11,Area_3,Type_5
7101,2762,317,16,201,46,1677,176,224,187,1142,30.55,225.87,92.5,62.41,Type_10,Area_3,Type_5
6737,2783,213,14,309,88,899,207,252,179,1974,86.63,191.82,740.81,24.93,Type_4,Area_3,Type_5
4468,2895,317,9,42,8,1773,196,232,176,1500,39.52,421.06,172.8,23.72,Type_23,Area_3,Type_5
1724,2782,88,26,255,129,268,248,186,51,1920,36.06,373.49,607.32,62.26,Type_30,Area_1,Type_5
6608,2918,185,22,576,214,604,218,249,153,1719,62.21,422.89,138.32,42.37,Type_4,Area_3,Type_5
2587,2767,121,18,127,-26,532,247,223,97,297,34.31,370.72,770.02,53.55,Type_30,Area_1,Type_5
10194,2850,53,18,134,53,2186,227,197,97,2254,83.32,425.95,253.27,24.97,Type_33,Area_3,Type_5
1672,2848,91,35,247,-51,301,248,162,12,2135,82.68,162.78,1028.63,13.13,Type_30,Area_1,Type_5
14117,2884,146,22,967,107,2437,244,230,102,1470,51.09,305.26,1186.92,26.47,Type_13,Area_3,Type_5
12225,2754,134,29,175,-48,543,250,212,68,350,77.09,335.16,962.31,39.77,Type_30,Area_1,Type_5
9963,2808,75,25,108,52,1492,241,183,58,1342,59.06,362.16,1138.34,57.61,Type_33,Area_3,Type_5
59,2489,11,4,175,13,840,216,232,153,5254,32.71,307.11,550.6,30.08,Type_18,Area_1,Type_5
11863,2724,94,27,124,76,150,250,189,50,2324,78.55,164.6,548.8,25.77,Type_30,Area_1,Type_5
641,2695,101,10,0,0,2778,237,227,120,2101,31.2,182.1,637.24,29.45,Type_16,Area_1,Type_5
12273,2787,281,14,0,0,2271,181,241,200,849,85.8,401.03,632.75,47.63,Type_31,Area_3,Type_5
7648,2837,98,29,240,165,1310,252,185,40,860,42.01,153.32,104.07,5.93,Type_13,Area_3,Type_5
1864,2827,106,16,192,60,469,246,219,97,1230,62.7,405.22,130.43,30.66,Type_30,Area_1,Type_5
1473,2732,60,31,85,-7,120,227,161,45,1477,82.71,345.94,111.06,55.63,Type_30,Area_1,Type_5
1493,2714,74,32,95,52,108,239,164,31,1671,43.64,219.64,503.82,40.74,Type_30,Area_1,Type_5
7836,2877,97,26,350,205,1339,251,193,54,997,57.34,292.58,670.35,50.84,Type_32,Area_3,Type_5
8323,2810,97,34,150,77,2179,251,170,17,421,42.36,442.39,1189.73,51.94,Type_13,Area_3,Type_5
1364,2762,62,27,150,76,175,231,173,58,1319,67.89,279.53,945.84,40.27,Type_29,Area_1,Type_5
1380,2841,82,18,319,154,335,242,205,86,1450,65.58,415.93,398.3,36.42,Type_30,Area_1,Type_5
975,2955,27,8,42,-3,4604,217,223,142,2341,31.87,413.91,158.48,61.37,Type_23,Area_1,Type_5
2936,2877,278,13,0,0,2066,185,242,196,1006,40.04,350.22,309.85,35.54,Type_19,Area_3,Type_5
8023,2830,65,25,228,108,1872,234,182,65,741,78.08,301.48,1070.36,31.06,Type_33,Area_3,Type_5
1165,2733,58,9,295,59,313,227,222,129,2372,39.65,204.24,1018.26,47.13,Type_29,Area_1,Type_5
387,2714,117,20,242,93,1470,250,217,85,779,46.92,379.76,760.38,43.52,Type_30,Area_1,Type_5
1686,2760,69,31,162,114,175,235,163,37,2070,81.72,440.18,696.95,50.96,Type_30,Area_1,Type_5
10166,2804,61,16,30,10,2164,231,206,103,2154,37.54,214.69,857.41,33.56,Type_23,Area_3,Type_5
8511,2833,206,8,787,58,2225,215,248,168,1680,41.13,311.76,737.84,9.88,Type_17,Area_3,Type_5
2434,2876,111,27,175,49,1050,254,199,54,270,47.3,370.18,330.02,52.69,Type_29,Area_1,Type_5
1412,2773,80,48,124,112,134,226,107,0,1298,36.72,339.35,224.34,21.57,Type_30,Area_1,Type_5
6771,2807,284,18,277,116,1020,169,238,208,1878,36.77,435.46,975.16,56.41,Type_4,Area_3,Type_5
12185,2803,105,7,30,-2,731,233,231,130,124,34.36,438.17,786.26,39.47,Type_29,Area_1,Type_5
7540,2830,57,18,285,158,1243,229,200,97,787,53.62,287.07,971.16,36.99,Type_13,Area_3,Type_5
8231,2927,24,28,390,202,1884,193,169,99,655,42.18,259.44,1011.87,11.21,Type_13,Area_3,Type_5
1652,2748,85,33,150,93,150,245,164,21,2220,48.19,418.37,731.04,5.29,Type_30,Area_1,Type_5
4117,2807,122,18,175,48,1974,248,222,95,955,85.04,307.68,917.52,44.35,Type_13,Area_3,Type_5
14192,2875,288,28,618,174,1980,132,225,227,1926,33.67,344.61,116.57,56.43,Type_13,Area_3,Type_5
1936,2725,77,24,150,75,150,242,187,62,1048,78.3,175.36,517.72,64.53,Type_30,Area_1,Type_5
1390,2812,71,25,277,130,283,238,182,60,1396,57.23,184.94,805.97,23.84,Type_29,Area_1,Type_5
7671,2886,94,27,330,214,1237,250,189,49,799,76.19,385.24,543.73,31.84,Type_13,Area_3,Type_5
8633,2827,157,25,120,79,1924,238,234,110,1008,32.09,420.5,964.56,8.42,Type_13,Area_3,Type_5
4521,2861,112,17,268,83,1981,247,220,96,1338,81.7,223.29,377.31,64.8,Type_13,Area_3,Type_5
14248,2747,235,21,108,8,1559,179,253,206,2375,75.19,278.18,1044.78,11.6,Type_17,Area_3,Type_5
6649,2875,195,24,541,43,792,207,251,166,1698,71.14,271.29,959.45,21.05,Type_4,Area_3,Type_5
7423,2742,12,15,210,29,2575,203,207,139,335,53.42,286.78,789.99,50.57,Type_31,Area_3,Type_5
8421,2880,167,12,446,38,2466,230,244,144,1982,64.31,410.91,1094.01,47.51,Type_26,Area_3,Type_5
11652,2957,69,3,60,7,4648,223,233,145,2197,64.83,350.25,818.7,42.69,Type_23,Area_1,Type_5
8425,2860,223,12,969,83,2370,204,251,183,1535,37.82,418.06,168.91,58.19,Type_17,Area_3,Type_5
3784,2845,108,14,366,91,1752,243,223,107,860,79.59,294.16,359.16,52.24,Type_13,Area_3,Type_5
2709,2845,166,15,234,22,750,232,244,139,433,31.05,257.5,882.2,26.57,Type_30,Area_1,Type_5
6648,2849,205,26,408,145,658,196,253,179,1889,83.78,382.41,375.7,10.61,Type_4,Area_3,Type_5
4516,2888,327,13,60,9,1756,188,225,176,1451,54.44,326.65,819.47,7.37,Type_32,Area_3,Type_5
14157,2866,143,16,212,115,2040,241,235,117,778,82.83,227.32,1150.91,53.4,Type_13,Area_3,Type_5
2610,2751,234,17,134,25,1891,189,253,198,890,33.76,334.33,130.97,9.37,Type_31,Area_3,Type_5
1245,2784,55,25,309,105,324,226,178,71,1922,75.66,155.05,746.96,42.73,Type_29,Area_1,Type_5
10081,2809,83,13,120,39,1809,238,216,106,1771,65.31,298.41,393.5,43.79,Type_33,Area_3,Type_5
1651,2785,83,32,182,-65,210,244,167,27,2221,32.17,406.79,277.48,24.77,Type_30,Area_1,Type_5
8101,2763,153,4,216,33,2620,225,240,150,2053,78.97,276.64,167.76,61.84,Type_11,Area_3,Type_5
14001,2573,104,4,361,26,1339,226,234,143,1500,34.39,402.88,246.36,22.41,Type_2,Area_3,Type_5
12484,2884,150,17,120,29,295,240,237,121,1008,33.89,359.98,785.8,26.51,Type_33,Area_3,Type_5
13557,2842,201,23,404,141,698,204,253,173,1891,41.33,304.96,252.33,52.02,Type_4,Area_3,Type_5
7966,2567,326,7,150,8,1608,203,232,168,1754,31.86,175.88,101.79,45.64,Type_2,Area_3,Type_5
8620,2823,152,21,134,74,2012,240,236,115,918,39.67,396.45,195.37,42.04,Type_13,Area_3,Type_5
6809,2763,219,29,150,72,1060,175,252,199,1813,50.02,294.93,899.83,14.89,Type_4,Area_3,Type_5
6738,2822,267,21,384,127,966,163,243,217,1889,30.23,367.36,127.69,56.89,Type_4,Area_3,Type_5
2921,2859,294,18,0,0,2133,165,232,206,959,49.52,314.13,509.41,21.45,Type_19,Area_3,Type_5
9991,2787,59,25,60,22,1616,229,179,68,1448,57.02,339.27,505.14,54.24,Type_33,Area_3,Type_5
1564,2751,83,23,42,-8,201,245,194,67,2249,46.49,415.5,495.17,48.18,Type_30,Area_1,Type_5
8606,2884,292,24,641,183,2010,145,227,219,1899,54.48,319.99,245.84,50.55,Type_13,Area_3,Type_5
6552,2806,184,25,60,26,964,217,247,148,3115,61.31,331.39,207.64,12.82,Type_4,Area_3,Type_5
13512,2866,183,23,162,69,1200,218,248,150,2847,86.74,279.98,962.96,26.0,Type_4,Area_3,Type_5
8547,2864,294,22,759,163,2130,153,229,214,1779,78.18,305.06,1093.22,7.52,Type_13,Area_3,Type_5
1855,2820,96,16,192,63,426,244,216,97,1260,85.14,199.63,796.96,11.91,Type_30,Area_1,Type_5
862,2898,114,3,60,4,4948,224,236,147,1533,57.2,411.04,980.61,23.79,Type_23,Area_1,Type_5
8472,2867,126,28,793,88,2296,253,208,63,1624,46.92,359.22,269.9,27.43,Type_13,Area_3,Type_5
12215,2809,110,15,90,-1,671,244,222,103,247,68.1,219.63,605.25,35.25,Type_30,Area_1,Type_5
4673,2870,100,20,268,90,2043,249,208,79,1421,73.52,299.18,787.86,57.82,Type_13,Area_3,Type_5
39,2749,98,30,124,53,3316,252,183,36,6005,71.05,227.27,374.59,42.21,Type_30,Area_1,Type_5
10041,2842,92,17,247,76,1617,244,212,92,1630,85.32,274.23,215.16,6.51,Type_33,Area_3,Type_5
2772,2807,150,22,285,-15,660,242,233,109,485,46.48,358.28,1106.8,47.22,Type_30,Area_1,Type_5
5166,2898,156,12,268,79,2089,234,241,136,1027,89.08,408.79,529.1,32.61,Type_32,Area_3,Type_5
1942,2729,69,24,153,79,153,237,185,66,1020,50.05,352.1,977.55,31.14,Type_30,Area_1,Type_5
1227,2748,46,18,277,75,285,223,198,103,2012,53.86,257.99,1137.4,59.87,Type_29,Area_1,Type_5
8602,2823,121,11,153,8,2125,239,231,120,2239,72.85,204.22,549.85,10.92,Type_26,Area_3,Type_5
6440,2745,38,9,553,29,90,221,221,135,755,61.77,264.32,803.04,55.0,Type_11,Area_3,Type_5
11749,2722,54,20,175,42,190,228,193,90,1892,44.64,325.57,333.05,20.15,Type_29,Area_1,Type_5
1900,2724,95,26,120,72,150,250,192,54,1159,77.03,370.2,468.88,23.11,Type_30,Area_1,Type_5
3454,2881,175,21,120,26,384,226,246,141,1050,52.39,367.47,667.71,38.3,Type_13,Area_3,Type_5
5001,2897,145,18,285,91,2079,242,234,115,1179,53.62,358.75,775.17,38.31,Type_32,Area_3,Type_5
4067,2782,127,16,108,28,2029,245,228,106,850,37.56,393.71,295.85,23.95,Type_31,Area_3,Type_5
630,2676,119,5,0,0,2483,228,235,141,2352,45.15,161.38,236.41,37.92,Type_16,Area_1,Type_5
7145,2768,356,15,268,29,1717,196,213,154,1149,86.02,360.24,797.47,37.32,Type_10,Area_3,Type_5
11,2612,201,4,180,51,735,218,243,161,6222,31.24,230.0,631.8,5.94,Type_18,Area_1,Type_5
1354,2776,73,25,175,95,190,239,185,62,1354,73.52,263.4,1160.87,58.24,Type_29,Area_1,Type_5
7181,2813,31,14,124,13,1712,216,209,126,1638,44.02,234.39,587.46,39.06,Type_31,Area_3,Type_5
4765,2791,117,14,85,13,2188,244,226,108,1345,62.3,331.14,878.48,26.47,Type_13,Area_3,Type_5
4274,2787,109,16,95,23,2060,246,220,98,999,58.64,333.09,519.09,61.39,Type_13,Area_3,Type_5
11477,2724,121,19,216,70,1530,249,221,91,824,66.59,297.57,312.15,5.96,Type_30,Area_1,Type_5
6426,2722,58,4,283,23,150,223,230,143,834,39.41,403.93,539.64,37.79,Type_11,Area_3,Type_5
1391,2756,48,23,120,98,124,221,183,84,1240,44.16,413.93,95.09,58.17,Type_30,Area_1,Type_5
14139,2663,147,17,210,29,2324,240,236,119,2377,71.21,216.45,816.94,21.14,Type_4,Area_3,Type_5
2440,2820,308,17,30,13,1897,172,227,195,1224,39.25,438.06,649.56,28.31,Type_23,Area_3,Type_5
26,2492,135,6,0,0,860,229,237,142,5494,77.11,449.84,408.97,19.8,Type_18,Area_1,Type_5
8613,2806,198,4,532,41,1994,218,243,161,1922,89.59,263.77,789.73,48.53,Type_17,Area_3,Type_5
2901,2898,255,14,30,12,2012,187,248,199,1110,37.67,292.79,906.71,5.03,Type_19,Area_3,Type_5
8533,2829,227,8,741,66,2163,209,248,176,1740,63.42,287.62,874.49,22.19,Type_17,Area_3,Type_5
3489,2884,233,2,420,86,2045,215,241,163,808,31.9,429.26,844.39,37.69,Type_31,Area_3,Type_5
8455,2869,163,10,404,27,2407,230,243,145,2029,86.7,431.29,352.94,62.6,Type_26,Area_3,Type_5
2880,2935,282,8,0,0,1812,198,241,182,1348,41.17,396.46,940.27,46.7,Type_32,Area_3,Type_5
1406,2837,53,27,335,185,342,223,170,64,1473,58.48,339.58,305.3,11.19,Type_30,Area_1,Type_5
2046,2791,75,7,301,6,360,229,226,130,726,73.37,441.3,370.28,56.68,Type_30,Area_1,Type_5
13254,2899,93,16,190,38,2374,243,215,97,582,47.61,249.76,311.57,5.8,Type_13,Area_3,Type_5
6714,2802,181,20,319,103,805,222,248,150,1982,79.42,449.9,213.93,64.1,Type_4,Area_3,Type_5
2712,2675,64,7,0,0,1358,227,226,133,698,61.08,205.1,998.18,7.02,Type_33,Area_3,Type_5
12132,2759,104,14,95,20,420,243,221,104,365,46.35,356.93,550.96,24.46,Type_30,Area_1,Type_5
11868,2867,95,30,242,107,360,251,181,36,2613,31.25,158.64,714.17,8.54,Type_30,Area_1,Type_5
2590,2765,231,18,175,39,1894,189,253,198,932,72.84,180.24,744.24,62.71,Type_33,Area_3,Type_5
8650,2820,173,6,30,0,1969,224,243,154,2455,42.82,252.04,518.8,25.69,Type_17,Area_3,Type_5
14235,2818,247,22,313,73,1719,169,250,214,2190,85.72,324.01,776.29,63.98,Type_13,Area_3,Type_5
6745,2792,269,15,309,98,953,181,244,202,1943,58.63,306.32,662.15,7.74,Type_4,Area_3,Type_5
7218,2824,76,8,351,58,1986,230,226,128,834,72.88,197.51,471.1,62.33,Type_11,Area_3,Type_5
14024,2767,145,8,228,37,2611,231,239,140,2100,43.01,292.18,598.1,64.33,Type_11,Area_3,Type_5
2414,2695,276,11,0,0,1487,191,242,191,1036,31.65,421.88,754.28,40.69,Type_23,Area_3,Type_5
1268,2830,51,29,360,163,379,220,166,61,1869,58.8,351.68,543.87,59.47,Type_29,Area_1,Type_5
2954,2870,295,12,30,6,2080,185,237,192,968,57.7,410.61,924.68,20.87,Type_33,Area_3,Type_5
3544,2825,136,32,90,23,674,249,209,61,1360,50.56,308.52,903.67,24.46,Type_13,Area_3,Type_5
